Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
The Monte Rua,Champagne Flute,,"ca' secco sparkling, 1 bsp luxardo cherry syrup",Combine all ingredients in a sparkling wine glass.,0,0,0,1,0,0,0,"ca' secco sparkling, 1 bsp luxardo cherry syrup,fruity",",fruity"
The No.3 Winter Cup,Highball Glass,,"no.3 london dry gin, king's ginger liqueur, red vermouth (antica formula), good quality sharp lemonade","In a highball glass full of ice add No.3, King's Ginger and red vermouth. Top up with the lemonade and serve with a slice of ginger and a wedge of pink grapefruit.",0,1,0,0,0,0,0,"no.3 london dry gin, king's ginger liqueur, red vermouth (antica formula), good quality sharp lemonade,citrus",",citrus"
The No.3 Winter Punch,Punch Bowl,,"1 part no.3 london dry gin, 1 part king's ginger liqueur, .5 part red vermouth (antica formula), 6 part good quality sharp lemonade",In a punch bowl add ingredients per person.,0,1,0,0,0,0,0,"1 part no.3 london dry gin, 1 part king's ginger liqueur, .5 part red vermouth (antica formula), 6 part good quality sharp lemonade,citrus",",citrus"
The Palace Cellar,Collins,,"king's ginger liqueur, pink pigeon rum, fresh-pressed lemon juice, snake oil's house-made sarsaparilla syrup, carbonated water, 1 dash snake oil's house-made pomegranate bitters",Combine all ingredients in a Collins glass and stir. Garnish with a slice of ginger and lemon wheel.,0,1,0,0,0,0,1,"king's ginger liqueur, pink pigeon rum, fresh-pressed lemon juice, snake oil's house-made sarsaparilla syrup, carbonated water, 1 dash snake oil's house-made pomegranate bitters,citrus,bitter",",citrus,bitter"
The Pink Aperitivo,Martini,,"pink pigeon rum, luxardo aperitivo, red vermouth, 2 dash peychaud's bitters","Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick.",0,0,0,0,0,0,1,"pink pigeon rum, luxardo aperitivo, red vermouth, 2 dash peychaud's bitters,bitter",",bitter"
The Pink Pussycat,Coupe,,"pink pigeon rum, fair goji berry liqueur, noyeau de poissy  b, cream, 5 dash chocolate bitters",Shake with ice and strain into a coupe glass. Garnish with a toasted marshmallow,0,0,0,1,0,0,1,"pink pigeon rum, fair goji berry liqueur, noyeau de poissy  b, cream, 5 dash chocolate bitters,fruity,bitter",",fruity,bitter"
The Professor,,,"nikka coffey grain whisky, madeira, dolin dry vermouth, nux alpina walnut nocino liqueur, 1 dash angostura bitters","Stir, tastes great up or over a large ice cube with an orange twist.",0,0,0,0,0,0,1,"nikka coffey grain whisky, madeira, dolin dry vermouth, nux alpina walnut nocino liqueur, 1 dash angostura bitters,bitter",",bitter"
The Proverb,Double Rocks Glass,,"h by hine, maurin quina, luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash black walnut bitters",Place all ingredients in a mixing glass. Add ice and stir until proper dilution. Strain over a large hand cut ice cube placed in a double rocks glass. Garnish with a Luxardo Maraschino Cherry on a pick.,0,0,0,0,0,0,1,"h by hine, maurin quina, luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash black walnut bitters,bitter",",bitter"
The Queen's A Redhead,Collins,,"king's ginger liqueur, 4  pink peppercorns, fresh lemon juice, gomme syrup, egg white","Dry shake, then shake with ice. Double strain over cubed ice.",0,1,0,0,0,0,0,"king's ginger liqueur, 4  pink peppercorns, fresh lemon juice, gomme syrup, egg white,citrus",",citrus"
The Red Anchor,Rocks Glass,,"junipero gin, lemon juice, grapefruit juice, tempus fugit kina l'aero d'or, ginger syrup, simple syrup (1.5 : 1)",Shake. Serve in small rocks glass with no ice. Grapefruit slice to garnish.,0,1,0,1,0,1,0,"junipero gin, lemon juice, grapefruit juice, tempus fugit kina l'aero d'or, ginger syrup, simple syrup (1.5 : 1),citrus,fruity,sweet",",citrus,fruity,sweet"
The Reserved King,,,"glenrothes vintage reserve, king's ginger liqueur, 3-4 dash angostura bitters,   lemon peel","Muddle the lemon peel and bitters with the King’s Ginger to release the oils.  Add scotch, stir, and enjoy.",0,1,0,0,0,0,1,"glenrothes vintage reserve, king's ginger liqueur, 3-4 dash angostura bitters,   lemon peel,citrus,bitter",",citrus,bitter"
The Rickenbacker,,,"hophead vodka, tempus fugit alessio vermouth bianco, 2 dash luxardo maraschino liqueur,   salt",Combine all ingredients in a mixing glass and stir until proper dilution. Strain into a chilled cocktail glass. Garnish with a sage leaf speared through two cocktail onions.,0,0,0,0,0,0,0,"hophead vodka, tempus fugit alessio vermouth bianco, 2 dash luxardo maraschino liqueur,   salt",
The Robert Baratheon,Coupe,,"single malt scotch, dry vermouth, luxardo maraschino liqueur, 2 dash angostura bitters",Add all ingredients to a mixing glass filled with ice. Stir until cold and strain into a chilled coupe.,0,0,0,0,0,0,1,"single malt scotch, dry vermouth, luxardo maraschino liqueur, 2 dash angostura bitters,bitter",",bitter"
The Royal Buck,Collins,,"no.3 london dry gin, king's ginger liqueur, lemon juice, simple syrup, club soda","Add ingredients to a mixing glass except club soda. Shake over ice, strain over ice into a collins glass, top with club soda. Garnish with a lemon wedge and candied ginger on a pick.",0,1,0,0,0,1,0,"no.3 london dry gin, king's ginger liqueur, lemon juice, simple syrup, club soda,citrus,sweet",",citrus,sweet"
The Royal King,Champagne Flute,,"king's ginger liqueur, champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0,0,0,0,0,0,"king's ginger liqueur, champagne",
The Rusty Tack,Rocks Glass,,"king's ginger liqueur, glenrothes vintage reserve",Serve neat or on the rocks.,0,0,0,0,0,0,0,"king's ginger liqueur, glenrothes vintage reserve",
The Seniorita,Rocks Glass,,"the genuine curacao liqueur orange, lime juice, thai coconut milk, 2 dash angostura bitters, 1 float gosslings 151 rum",Shake with ice. Strain into rocks glass and top with crushed ice. Float 1 oz. of Gosslings 151 rum on top.  Garnish with mint and Luxardo Maraschino Cherries.,0,1,0,1,0,0,1,"the genuine curacao liqueur orange, lime juice, thai coconut milk, 2 dash angostura bitters, 1 float gosslings 151 rum,citrus,fruity,bitter",",citrus,fruity,bitter"
The Silver Cocktail,Cocktail Glass,,"junipero gin, dry vermouth, luxardo maraschino liqueur, 2 dash orange bitters",Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.,0,1,0,0,0,0,1,"junipero gin, dry vermouth, luxardo maraschino liqueur, 2 dash orange bitters,citrus,bitter",",citrus,bitter"
The Sixth Sense,,,"junipero gin, luxardo amaro abano, cream of coconut, fresh pineapple juice, fresh lime juice, 3 dashes angostura bitters",Mix all ingredients in a blender until smooth and icy. Pout into a glass and top with 3 dashes of angostura bitters.,0,1,0,1,0,0,1,"junipero gin, luxardo amaro abano, cream of coconut, fresh pineapple juice, fresh lime juice, 3 dashes angostura bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
The Southside,,,"no.3 london dry gin, fresh lemon juice, simple syrup, 5 leaves mint leaves","In a shaker, muddle the mint and simple syrup. Add the lemon juice and gin, and fill with ice. Shake, and double-strain into a cocktail glass. Garnish with a mint sprig.

",0,1,0,0,0,1,0,"no.3 london dry gin, fresh lemon juice, simple syrup, 5 leaves mint leaves,citrus,sweet",",citrus,sweet"
The Sparkler,Champagne Flute,,"luxardo bitter bianco, dolin blanc, prosecco",Combine Luxardo Bitters and Dolin Blanc. Stir in mixing glass until chilled. Strain into flute. Top with prosecco. Zest with grapefruit. Garnish with long grapefruit zest.,1,0,0,0,0,0,1,"luxardo bitter bianco, dolin blanc, prosecco,floral,bitter",",floral,bitter"
The Stand By,Old Fashioned Glass,,"junipero gin, luxardo bitter, 1 bsp kalani coconut liqueur, 1 dash angostura bitters, 1 dash peychaud's bitters",Combine all the ingredients in an old-fashioned glass. Stir on the rocks. Garnish with lemon peel.,0,0,0,1,0,0,1,"junipero gin, luxardo bitter, 1 bsp kalani coconut liqueur, 1 dash angostura bitters, 1 dash peychaud's bitters,fruity,bitter",",fruity,bitter"
The Sun Also Rises,Coupe,,"banks 5 island rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur, 1 tsp vieux pontarlier absinthe francaise superieure","Add all the ingredients to a shaker and fill with ice. Shake, and strain into a chilled coupe glass filled with crushed ice.",0,1,0,1,0,0,0,"banks 5 island rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur, 1 tsp vieux pontarlier absinthe francaise superieure,citrus,fruity",",citrus,fruity"
The Tahoe Toddy,Coffee Mug,,"hot water, glenrothes, king's ginger liqueur, 1 dash honey","Boil water in a tea kettle. 

Squeeze lemon slice into the mug. Insert whole cloves into the lemon slice and drop it into the mug.",0,0,0,0,0,1,0,"hot water, glenrothes, king's ginger liqueur, 1 dash honey,sweet",",sweet"
The Touch  of Glass,Brandy Snifter,,"brandy de jerez (foie gras-infused), 2-3 drops truffle tincture,   atomized pipe tobacco essence","Pour brandy into a brandy snifter. Top with 2-3 drops of truffle tincture. Spray Pipe Tobacco Essence on wrist. Smell wrist, sip drink, and enjoy.",0,0,0,0,0,0,0,"brandy de jerez (foie gras-infused), 2-3 drops truffle tincture,   atomized pipe tobacco essence",
The Twinger ,Collins,,"king's ginger liqueur,  top fever-tree ginger ale, 2 dash angostura bitters","Pour King's Ginger into an ice-filled collins glass. Top off with Fever-Tree Ginger Ale. Add bitters, and squeeze lime over and serve.",0,0,0,0,0,0,1,"king's ginger liqueur,  top fever-tree ginger ale, 2 dash angostura bitters,bitter",",bitter"
The Windtalker,Old Fashioned Glass,,"hirsch small batch reserve bourbon, luxardo amaretto di saschira, king's ginger liqueur, fresh lemon juice, egg white",Shake all ingredients with ice then strain over fresh ice into an old fashioned glass.,0,1,0,0,0,0,0,"hirsch small batch reserve bourbon, luxardo amaretto di saschira, king's ginger liqueur, fresh lemon juice, egg white,citrus",",citrus"
Three Flips,Snifter,,"no.3 london dry gin, averna, honey, 1 whole egg","Combine all ingredients, shake for 20 seconds. Add ice and shake again. Strain into a snifter. Garnish with shaved nutmeg.",0,0,0,0,0,1,0,"no.3 london dry gin, averna, honey, 1 whole egg,sweet",",sweet"
Thyme for Bed,Coupe,,"chamucos blanco tequila, luxardo sangue morlacco cherry liqueur, thyme simple syrup, lime juice",Shaken.,0,1,0,1,0,1,0,"chamucos blanco tequila, luxardo sangue morlacco cherry liqueur, thyme simple syrup, lime juice,citrus,fruity,sweet",",citrus,fruity,sweet"
Toasted Drop,Martini,,"citrus-flavored vodka, luxardo limoncello, luxardo amaretto di saschira, fresh sweet n' sour, egg white",Shake all ingredients with ice then strain into a chilled cocktail glass.,0,1,0,0,0,0,0,"citrus-flavored vodka, luxardo limoncello, luxardo amaretto di saschira, fresh sweet n' sour, egg white,citrus",",citrus"
Tokyo Tea,Rocks Glass,,"nikka coffey grain whisky, yogurt liquor, milk, golden sesame honey, 1 dash angostura bitters, 1 tsp matcha tea",Shake and strain into rocks glass.,0,0,0,0,0,1,1,"nikka coffey grain whisky, yogurt liquor, milk, golden sesame honey, 1 dash angostura bitters, 1 tsp matcha tea,sweet,bitter",",sweet,bitter"
Trip to Jarnac,,,"h by hine, orange juice, lemon juice, batavia arrack, simple syrup, 1 dash angostura bitters",Mix all ingredients together.,0,1,0,0,0,1,1,"h by hine, orange juice, lemon juice, batavia arrack, simple syrup, 1 dash angostura bitters,citrus,sweet,bitter",",citrus,sweet,bitter"
Tropical Bronzer,,,"aged rum, luxardo amaretto di saschira, passion fruit puree, fresh lime sweet n' sour, 2 dash bitters, 1 float coconut foam",Shake the first five ingredients with ice then strain over fresh ice into a Collins or Tiki glass. Top with coconut foam.,0,1,0,1,0,0,1,"aged rum, luxardo amaretto di saschira, passion fruit puree, fresh lime sweet n' sour, 2 dash bitters, 1 float coconut foam,citrus,fruity,bitter",",citrus,fruity,bitter"
Under the Sun,Old Fashioned Glass,,"plantation pineapple rum, barsol perfecto amor (aperitif wine), ancho reyes, 3 dash house-made roasted banana bitters",Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.,0,0,0,1,0,0,1,"plantation pineapple rum, barsol perfecto amor (aperitif wine), ancho reyes, 3 dash house-made roasted banana bitters,fruity,bitter",",fruity,bitter"
Venetian,,,"luxardo amaretto di saschira, campari, dry vermouth","Stir, strain, and serve straight up. Express zest and garnish.",0,0,0,0,0,0,0,"luxardo amaretto di saschira, campari, dry vermouth",
Vesper,Cocktail glass,New Era Drinks,"gin,vodka,lillet blanc","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",0,0,0,0,0,0,0,"gin,vodka,lillet blanc",
Vesper,Martini,,"no.3 london dry gin, hophead vodka, tempus fugit kina l'aero d'or",Shake with ice. Strain into chilled martini glass. Garnish with lemon peel.,0,0,0,0,0,0,0,"no.3 london dry gin, hophead vodka, tempus fugit kina l'aero d'or",
Vesper's Sister,Martini,,"van gogh blue vodka, no.3 london dry gin, lillet blanc, st. germain",Shake ingredients very well with ice and strain into a martini glass. Garnish with lemon and orange twists.,0,0,0,0,0,0,0,"van gogh blue vodka, no.3 london dry gin, lillet blanc, st. germain",
Vida Verde (Adapted),,,"chinaco blanco tequila, luxardo maraschino liqueur, lime sweet n' sour mix,  oz cucumber wheels,  oz sprigs of mint","Place the mint and cucumber in a mixing glass and muddle briskly, then add sour mix and liquor. Shake with ice and double strain over ice into a stemmed glass.",0,1,0,0,0,0,0,"chinaco blanco tequila, luxardo maraschino liqueur, lime sweet n' sour mix,  oz cucumber wheels,  oz sprigs of mint,citrus",",citrus"
Vieux Carré,Cocktail Glass,,"rye whiskey, h by hine, tempus fugit alessio vermouth bianco, 1 bsp benedictine, 2 dash angostura bitters, 2 dash peychaud's bitters","In a mixing glass, add all ingredients, then fill halfway with ice. Stir with a barspoon until chilled, about 30 seconds. Strain into a chilled cocktail glass. Rub the lemon twist around the rim, drop it in the cocktail, and serve.",0,0,0,0,0,0,1,"rye whiskey, h by hine, tempus fugit alessio vermouth bianco, 1 bsp benedictine, 2 dash angostura bitters, 2 dash peychaud's bitters,bitter",",bitter"
Vintage Reserve Sour,Rocks Glass,,"glenrothes vintage reserve, lemon juice, 1 dash simple syrup",Serve in a rocks glass with an orange peel garnish and a Luxardo Cherry.,0,1,0,0,0,1,0,"glenrothes vintage reserve, lemon juice, 1 dash simple syrup,citrus,sweet",",citrus,sweet"
Vinterpäls,Mug,,"karlsson's gold vodka, luxardo amaretto di saschira, benedictine, orange juice, honey","Fill a mug with very hot water to warm the glass up. Once the glass is hot, empty it and add all the liquid ingredients. Stir well until the honey is incorporated. Garnish with the clove studded orange peel and enjoy.",0,1,0,0,0,1,0,"karlsson's gold vodka, luxardo amaretto di saschira, benedictine, orange juice, honey,citrus,sweet",",citrus,sweet"
Virgil St.,Double Rocks Glass,,"mezcal, tempus fugit alessio vermouth di torino rosso, old tom gin, tempus fugit kina l'aero d'or, 1 dash duplais swiss absinthe verte","Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.",0,0,0,0,0,0,0,"mezcal, tempus fugit alessio vermouth di torino rosso, old tom gin, tempus fugit kina l'aero d'or, 1 dash duplais swiss absinthe verte",
Wabash Avenue Sour,Coupe,,"bourbon, fresh lemon juice, luxardo sangue morlacco cherry liqueur, small hand foods pineapple gum syrup, egg white","Add all ingredients and dry-shake (without ice), then add ice, and shake again. Strain into coupe and garnish with rhubarb bitters.",0,1,0,1,0,0,0,"bourbon, fresh lemon juice, luxardo sangue morlacco cherry liqueur, small hand foods pineapple gum syrup, egg white,citrus,fruity",",citrus,fruity"
