,Cocktail Name,Glass,Ingredients,Instructions,combined,flavors,popularity
560,The Red Anchor,Rocks Glass,"junipero gin, lemon juice, grapefruit juice, tempus fugit kina l'aero d'or, ginger syrup, simple syrup (1.5 : 1)",Shake. Serve in small rocks glass with no ice. Grapefruit slice to garnish.,"junipero gin, lemon juice, grapefruit juice, tempus fugit kina l'aero d'or, ginger syrup, simple syrup (1.5 : 1),citrus,fruity,sweet","citrus, fruity, sweet",1.9399723336161252
561,The Reserved King,,"glenrothes vintage reserve, king's ginger liqueur, 3-4 dash angostura bitters,   lemon peel","Muddle the lemon peel and bitters with the King’s Ginger to release the oils.  Add scotch, stir, and enjoy.","glenrothes vintage reserve, king's ginger liqueur, 3-4 dash angostura bitters,   lemon peel,citrus,bitter","bitter, citrus",9.969140975329095
562,The Rickenbacker,,"hophead vodka, tempus fugit alessio vermouth bianco, 2 dash luxardo maraschino liqueur,   salt",Combine all ingredients in a mixing glass and stir until proper dilution. Strain into a chilled cocktail glass. Garnish with a sage leaf speared through two cocktail onions.,"hophead vodka, tempus fugit alessio vermouth bianco, 2 dash luxardo maraschino liqueur,   salt","salty, sweet",1.4440604838562845
563,The Robert Baratheon,Coupe,"single malt scotch, dry vermouth, luxardo maraschino liqueur, 2 dash angostura bitters",Add all ingredients to a mixing glass filled with ice. Stir until cold and strain into a chilled coupe.,"single malt scotch, dry vermouth, luxardo maraschino liqueur, 2 dash angostura bitters,bitter","bitter, sweet",8.916318483106801
564,The Royal Buck,Collins,"no.3 london dry gin, king's ginger liqueur, lemon juice, simple syrup, club soda","Add ingredients to a mixing glass except club soda. Shake over ice, strain over ice into a collins glass, top with club soda. Garnish with a lemon wedge and candied ginger on a pick.","no.3 london dry gin, king's ginger liqueur, lemon juice, simple syrup, club soda,citrus,sweet","citrus, sweet",2.1513506347828577
565,The Royal King,Champagne Flute,"king's ginger liqueur, champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,"king's ginger liqueur, champagne",,2.380803161776494
566,The Rusty Tack,Rocks Glass,"king's ginger liqueur, glenrothes vintage reserve",Serve neat or on the rocks.,"king's ginger liqueur, glenrothes vintage reserve",,2.327652496059802
567,The Seniorita,Rocks Glass,"the genuine curacao liqueur orange, lime juice, thai coconut milk, 2 dash angostura bitters, 1 float gosslings 151 rum",Shake with ice. Strain into rocks glass and top with crushed ice. Float 1 oz. of Gosslings 151 rum on top.  Garnish with mint and Luxardo Maraschino Cherries.,"the genuine curacao liqueur orange, lime juice, thai coconut milk, 2 dash angostura bitters, 1 float gosslings 151 rum,citrus,fruity,bitter","bitter, citrus, fruity",2.8956768409677305
568,The Silver Cocktail,Cocktail Glass,"junipero gin, dry vermouth, luxardo maraschino liqueur, 2 dash orange bitters",Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.,"junipero gin, dry vermouth, luxardo maraschino liqueur, 2 dash orange bitters,citrus,bitter","bitter, citrus, sweet",0.8911539861400606
569,The Sixth Sense,,"junipero gin, luxardo amaro abano, cream of coconut, fresh pineapple juice, fresh lime juice, 3 dashes angostura bitters",Mix all ingredients in a blender until smooth and icy. Pout into a glass and top with 3 dashes of angostura bitters.,"junipero gin, luxardo amaro abano, cream of coconut, fresh pineapple juice, fresh lime juice, 3 dashes angostura bitters,citrus,fruity,bitter","bitter, citrus, fruity",3.1230030646591023
570,The Southside,,"no.3 london dry gin, fresh lemon juice, simple syrup, 5 leaves mint leaves","In a shaker, muddle the mint and simple syrup. Add the lemon juice and gin, and fill with ice. Shake, and double-strain into a cocktail glass. Garnish with a mint sprig.

","no.3 london dry gin, fresh lemon juice, simple syrup, 5 leaves mint leaves,citrus,sweet","citrus, herbaceous, sweet",2.252504520362262
571,The Sparkler,Champagne Flute,"luxardo bitter bianco, dolin blanc, prosecco",Combine Luxardo Bitters and Dolin Blanc. Stir in mixing glass until chilled. Strain into flute. Top with prosecco. Zest with grapefruit. Garnish with long grapefruit zest.,"luxardo bitter bianco, dolin blanc, prosecco,floral,bitter","bitter, floral",1.963033907904552
572,The Stand By,Old Fashioned Glass,"junipero gin, luxardo bitter, 1 bsp kalani coconut liqueur, 1 dash angostura bitters, 1 dash peychaud's bitters",Combine all the ingredients in an old-fashioned glass. Stir on the rocks. Garnish with lemon peel.,"junipero gin, luxardo bitter, 1 bsp kalani coconut liqueur, 1 dash angostura bitters, 1 dash peychaud's bitters,fruity,bitter","bitter, fruity",8.916318483106801
573,The Sun Also Rises,Coupe,"banks 5 island rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur,  vieux pontarlier absinthe francaise superieure","Add all the ingredients to a shaker and fill with ice. Shake, and strain into a chilled coupe glass filled with crushed ice.","banks 5 island rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur,  vieux pontarlier absinthe francaise superieure,citrus,fruity","citrus, fruity, sweet",3.5362692695329283
574,The Tahoe Toddy,Coffee Mug,"hot water, glenrothes, king's ginger liqueur, 1 dash honey","Boil water in a tea kettle. 

Squeeze lemon slice into the mug. Insert whole cloves into the lemon slice and drop it into the mug.","hot water, glenrothes, king's ginger liqueur, 1 dash honey,sweet",sweet,1.5457015408114738
575,The Touch  of Glass,Brandy Snifter,"brandy de jerez (foie gras-infused), 2-3 drops truffle tincture,   atomized pipe tobacco essence","Pour brandy into a brandy snifter. Top with 2-3 drops of truffle tincture. Spray Pipe Tobacco Essence on wrist. Smell wrist, sip drink, and enjoy.","brandy de jerez (foie gras-infused), 2-3 drops truffle tincture,   atomized pipe tobacco essence",,2.2504281094671845
576,The Twinger ,Collins,"king's ginger liqueur,  top fever-tree ginger ale, 2 dash angostura bitters","Pour King's Ginger into an ice-filled collins glass. Top off with Fever-Tree Ginger Ale. Add bitters, and squeeze lime over and serve.","king's ginger liqueur,  top fever-tree ginger ale, 2 dash angostura bitters,bitter",bitter,9.253622147014116
577,The Windtalker,Old Fashioned Glass,"hirsch small batch reserve bourbon, luxardo amaretto di saschira, king's ginger liqueur, fresh lemon juice, egg white",Shake all ingredients with ice then strain over fresh ice into an old fashioned glass.,"hirsch small batch reserve bourbon, luxardo amaretto di saschira, king's ginger liqueur, fresh lemon juice, egg white,citrus",citrus,1.677823974690566
578,Three Flips,Snifter,"no.3 london dry gin, averna, honey, 1 whole egg","Combine all ingredients, shake for 20 seconds. Add ice and shake again. Strain into a snifter. Garnish with shaved nutmeg.","no.3 london dry gin, averna, honey, 1 whole egg,sweet",sweet,1.89918130776394
579,Thyme for Bed,Coupe,"chamucos blanco tequila, luxardo sangue morlacco cherry liqueur, thyme simple syrup, lime juice",Shaken.,"chamucos blanco tequila, luxardo sangue morlacco cherry liqueur, thyme simple syrup, lime juice,citrus,fruity,sweet","citrus, fruity, herbaceous, sweet",3.95173489288622
580,Toasted Drop,Martini,"citrus-flavored vodka, luxardo limoncello, luxardo amaretto di saschira, fresh sweet n' sour, egg white",Shake all ingredients with ice then strain into a chilled cocktail glass.,"citrus-flavored vodka, luxardo limoncello, luxardo amaretto di saschira, fresh sweet n' sour, egg white,citrus",citrus,1.6607953708106489
581,Tokyo Tea,Rocks Glass,"nikka coffey grain whisky, yogurt liquor, milk, golden sesame honey, 1 dash angostura bitters,  matcha tea",Shake and strain into rocks glass.,"nikka coffey grain whisky, yogurt liquor, milk, golden sesame honey, 1 dash angostura bitters,  matcha tea,sweet,bitter","bitter, sweet",8.54360635871739
582,Trip to Jarnac,,"h by hine, orange juice, lemon juice, batavia arrack, simple syrup, 1 dash angostura bitters",Mix all ingredients together.,"h by hine, orange juice, lemon juice, batavia arrack, simple syrup, 1 dash angostura bitters,citrus,sweet,bitter","bitter, citrus, sweet",2.042197040293822
583,Tropical Bronzer,,"aged rum, luxardo amaretto di saschira, passion fruit puree, fresh lime sweet n' sour, 2 dash bitters, 1 float coconut foam",Shake the first five ingredients with ice then strain over fresh ice into a Collins or Tiki glass. Top with coconut foam.,"aged rum, luxardo amaretto di saschira, passion fruit puree, fresh lime sweet n' sour, 2 dash bitters, 1 float coconut foam,citrus,fruity,bitter","bitter, citrus, fruity",1.65683121835359
584,Under the Sun,Old Fashioned Glass,"plantation pineapple rum, barsol perfecto amor (aperitif wine), ancho reyes, 3 dash house-made roasted banana bitters",Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.,"plantation pineapple rum, barsol perfecto amor (aperitif wine), ancho reyes, 3 dash house-made roasted banana bitters,fruity,bitter","bitter, fruity",2.761186723877958
585,Venetian,,"luxardo amaretto di saschira, campari, dry vermouth","Stir, strain, and serve straight up. Express zest and garnish.","luxardo amaretto di saschira, campari, dry vermouth",,0.8583414575503777
586,Vesper,Cocktail glass,"gin,vodka,lillet blanc","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.","gin,vodka,lillet blanc",,1.7120298651659562
587,Vesper,Martini,"no.3 london dry gin, hophead vodka, tempus fugit kina l'aero d'or",Shake with ice. Strain into chilled martini glass. Garnish with lemon peel.,"no.3 london dry gin, hophead vodka, tempus fugit kina l'aero d'or",,1.7120298651659562
588,Vesper's Sister,Martini,"van gogh blue vodka, no.3 london dry gin, lillet blanc, st. germain",Shake ingredients very well with ice and strain into a martini glass. Garnish with lemon and orange twists.,"van gogh blue vodka, no.3 london dry gin, lillet blanc, st. germain",,0.805521360218024
589,Vida Verde (Adapted),,"chinaco blanco tequila, luxardo maraschino liqueur, lime sweet n' sour mix,  oz cucumber wheels,  oz sprigs of mint","Place the mint and cucumber in a mixing glass and muddle briskly, then add sour mix and liquor. Shake with ice and double strain over ice into a stemmed glass.","chinaco blanco tequila, luxardo maraschino liqueur, lime sweet n' sour mix,  oz cucumber wheels,  oz sprigs of mint,citrus","citrus, herbaceous, sweet",8.047835149842411
590,Vieux Carré,Cocktail Glass,"rye whiskey, h by hine, tempus fugit alessio vermouth bianco, 1 bsp benedictine, 2 dash angostura bitters, 2 dash peychaud's bitters","In a mixing glass, add all ingredients, then fill halfway with ice. Stir with a barspoon until chilled, about 30 seconds. Strain into a chilled cocktail glass. Rub the lemon twist around the rim, drop it in the cocktail, and serve.","rye whiskey, h by hine, tempus fugit alessio vermouth bianco, 1 bsp benedictine, 2 dash angostura bitters, 2 dash peychaud's bitters,bitter",bitter,1.6599986250742629
591,Vintage Reserve Sour,Rocks Glass,"glenrothes vintage reserve, lemon juice, 1 dash simple syrup",Serve in a rocks glass with an orange peel garnish and a Luxardo Cherry.,"glenrothes vintage reserve, lemon juice, 1 dash simple syrup,citrus,sweet","citrus, sweet",2.0377368394547584
592,Vinterpäls,Mug,"karlsson's gold vodka, luxardo amaretto di saschira, benedictine, orange juice, honey","Fill a mug with very hot water to warm the glass up. Once the glass is hot, empty it and add all the liquid ingredients. Stir well until the honey is incorporated. Garnish with the clove studded orange peel and enjoy.","karlsson's gold vodka, luxardo amaretto di saschira, benedictine, orange juice, honey,citrus,sweet","citrus, sweet",0.8619056867288293
593,Virgil St.,Double Rocks Glass,"mezcal, tempus fugit alessio vermouth di torino rosso, old tom gin, tempus fugit kina l'aero d'or, 1 dash duplais swiss absinthe verte","Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.","mezcal, tempus fugit alessio vermouth di torino rosso, old tom gin, tempus fugit kina l'aero d'or, 1 dash duplais swiss absinthe verte",,1.4794482039036934
594,Wabash Avenue Sour,Coupe,"bourbon, fresh lemon juice, luxardo sangue morlacco cherry liqueur, small hand foods pineapple gum syrup, egg white","Add all ingredients and dry-shake (without ice), then add ice, and shake again. Strain into coupe and garnish with rhubarb bitters.","bourbon, fresh lemon juice, luxardo sangue morlacco cherry liqueur, small hand foods pineapple gum syrup, egg white,citrus,fruity","citrus, fruity",1.677823974690566
595,War of the Roses,Rocks Glass,".75 c junipero gin, .75 c c. drouin calvados selection, .5 c lemon juice, .5 c ginger-vanilla syrup, 4 dash angostura bitters, 1 bottle sparkling rose",Add all ingredients into a punch bowl. Serve in small rocks glasses.,".75 c junipero gin, .75 c c. drouin calvados selection, .5 c lemon juice, .5 c ginger-vanilla syrup, 4 dash angostura bitters, 1 bottle sparkling rose,floral,citrus,bitter","bitter, citrus, floral, sweet",1.8281887099051457
596,West Coast Punch,Nick & Nora,"junipero gin, pineapple juice, monin strawberry puree, 6-7  mint leaves, lemon sour, lemon lime soda",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with lime pinwheel and bing cherry.,"junipero gin, pineapple juice, monin strawberry puree, 6-7  mint leaves, lemon sour, lemon lime soda,citrus,fruity","citrus, fruity, herbaceous",3.95173489288622
597,West Coast Vesper,Coupe,"hophead vodka, junipero gin, maurin quina",Combine all ingredients into a mixing glass and add ice. Stir until proper dilution and strain into a chilled coupe. Garnish with an orange peel.,"hophead vodka, junipero gin, maurin quina",,6.89349401497636
